Station,District,Latitude,Longitude,timestamp,month,day_of_year,rainfall_mm,rainfall_previous,rainfall_3_obs,rainfall_6_obs,river_level,river_level_change,river_level_rolling_mean_3,river_level_rolling_max_6,time_gap_hours,sequence_id,target_timestamp,future_timestamp,future_river_level,actual_forecast_gap_hours,future_river_level_change
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 13:00:00,3,68,66.8,66.8,200.4,400.7999999999999,14.2,0.0999999999999996,14.133333333333333,14.2,3.0,112,2025-03-09 19:00:00,2025-03-09 19:00:00,12.5,6.0,-1.6999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 15:00:00,3,68,66.8,66.8,200.4,400.7999999999999,13.9,-0.2999999999999989,14.066666666666668,14.2,2.0,112,2025-03-09 21:00:00,2025-03-09 21:00:00,12.5,6.0,-1.4000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 16:00:00,3,68,66.8,66.8,200.4,400.7999999999999,13.4,-0.5,13.833333333333334,14.2,1.0,112,2025-03-09 22:00:00,2025-03-09 22:00:00,12.6,6.0,-0.8000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 18:00:00,3,68,66.8,66.8,200.4,400.7999999999999,12.8,-0.5999999999999996,13.366666666666667,14.2,2.0,112,2025-03-10 00:00:00,2025-03-10 00:00:00,11.6,6.0,-1.200000000000001
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 19:00:00,3,68,66.8,66.8,200.4,400.7999999999999,12.5,-0.3000000000000007,12.9,14.2,1.0,112,2025-03-10 01:00:00,2025-03-10 01:00:00,11.8,6.0,-0.6999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 21:00:00,3,68,66.8,66.8,200.4,400.7999999999999,12.5,0.0,12.6,14.2,2.0,112,2025-03-10 03:00:00,2025-03-10 03:00:00,12.6,6.0,0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 22:00:00,3,68,66.8,66.8,200.4,400.7999999999999,12.6,0.0999999999999996,12.533333333333331,13.9,1.0,112,2025-03-10 04:00:00,2025-03-10 04:00:00,12.6,6.0,0.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-09 23:00:00,3,68,66.8,66.8,200.4,400.7999999999999,12.5,-0.0999999999999996,12.533333333333331,13.4,1.0,112,2025-03-10 05:00:00,2025-03-10 04:00:00,12.6,5.0,0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 00:00:00,3,69,66.8,66.8,200.4,400.7999999999999,11.6,-0.9000000000000004,12.233333333333333,12.8,1.0,112,2025-03-10 06:00:00,2025-03-10 06:00:00,12.5,6.0,0.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 01:00:00,3,69,66.8,66.8,200.4,400.7999999999999,11.8,0.200000000000001,11.966666666666669,12.6,1.0,112,2025-03-10 07:00:00,2025-03-10 07:00:00,12.2,6.0,0.3999999999999986
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 03:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.6,0.7999999999999989,12.0,12.6,2.0,112,2025-03-10 09:00:00,2025-03-10 09:00:00,14.0,6.0,1.4000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 04:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.333333333333334,12.6,1.0,112,2025-03-10 10:00:00,2025-03-10 10:00:00,14.1,6.0,1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 06:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.5,-0.0999999999999996,12.566666666666668,12.6,2.0,112,2025-03-10 12:00:00,2025-03-10 12:00:00,14.1,6.0,1.5999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 07:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.2,-0.3000000000000007,12.433333333333332,12.6,1.0,112,2025-03-10 13:00:00,2025-03-10 12:00:00,14.1,5.0,1.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 08:00:00,3,69,66.8,66.8,200.4,400.7999999999999,13.0,0.8000000000000007,12.566666666666665,13.0,1.0,112,2025-03-10 14:00:00,2025-03-10 14:00:00,13.9,6.0,0.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 09:00:00,3,69,66.8,66.8,200.4,400.7999999999999,14.0,1.0,13.066666666666665,14.0,1.0,112,2025-03-10 15:00:00,2025-03-10 15:00:00,14.0,6.0,0.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 10:00:00,3,69,66.8,66.8,200.4,400.7999999999999,14.1,0.0999999999999996,13.7,14.1,1.0,112,2025-03-10 16:00:00,2025-03-10 15:00:00,14.0,5.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 11:00:00,3,69,66.8,66.8,200.4,400.7999999999999,14.1,0.0,14.066666666666668,14.1,1.0,112,2025-03-10 17:00:00,2025-03-10 17:00:00,12.0,6.0,-2.0999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 12:00:00,3,69,66.8,66.8,200.4,400.7999999999999,14.1,0.0,14.1,14.1,1.0,112,2025-03-10 18:00:00,2025-03-10 18:00:00,12.8,6.0,-1.299999999999999
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 14:00:00,3,69,66.8,66.8,200.4,400.7999999999999,13.9,-0.1999999999999993,14.033333333333331,14.1,2.0,112,2025-03-10 20:00:00,2025-03-10 20:00:00,12.7,6.0,-1.200000000000001
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 15:00:00,3,69,66.8,66.8,200.4,400.7999999999999,14.0,0.0999999999999996,14.0,14.1,1.0,112,2025-03-10 21:00:00,2025-03-10 21:00:00,12.7,6.0,-1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 17:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.0,-2.0,13.3,14.1,2.0,112,2025-03-10 23:00:00,2025-03-10 23:00:00,12.6,6.0,0.5999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 18:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.8,0.8000000000000007,12.933333333333335,14.1,1.0,112,2025-03-11 00:00:00,2025-03-11 00:00:00,12.6,6.0,-0.20000000000000107
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 19:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.6,-0.200000000000001,12.466666666666669,14.1,1.0,112,2025-03-11 01:00:00,2025-03-11 01:00:00,12.6,6.0,0.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 20:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.7,0.0999999999999996,12.7,14.0,1.0,112,2025-03-11 02:00:00,2025-03-11 02:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 21:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.666666666666666,14.0,1.0,112,2025-03-11 03:00:00,2025-03-11 03:00:00,12.5,6.0,-0.1999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 22:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,12.8,1.0,112,2025-03-11 04:00:00,2025-03-11 04:00:00,12.5,6.0,-0.1999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-10 23:00:00,3,69,66.8,66.8,200.4,400.7999999999999,12.6,-0.0999999999999996,12.666666666666666,12.8,1.0,112,2025-03-11 05:00:00,2025-03-11 05:00:00,12.5,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 00:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.633333333333333,12.7,1.0,112,2025-03-11 06:00:00,2025-03-11 06:00:00,12.3,6.0,-0.29999999999999893
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 01:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.6,12.7,1.0,112,2025-03-11 07:00:00,2025-03-11 07:00:00,12.8,6.0,0.20000000000000107
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 02:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.6,12.7,1.0,112,2025-03-11 08:00:00,2025-03-11 08:00:00,14.2,6.0,1.5999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 03:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.5,-0.0999999999999996,12.566666666666668,12.7,1.0,112,2025-03-11 09:00:00,2025-03-11 09:00:00,14.2,6.0,1.6999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 04:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.5,0.0,12.533333333333331,12.6,1.0,112,2025-03-11 10:00:00,2025-03-11 10:00:00,14.1,6.0,1.5999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 05:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.5,0.0,12.5,12.6,1.0,112,2025-03-11 11:00:00,2025-03-11 11:00:00,14.3,6.0,1.8000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 06:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.3,-0.1999999999999993,12.433333333333332,12.6,1.0,112,2025-03-11 12:00:00,2025-03-11 12:00:00,14.3,6.0,2.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 07:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.8,0.5,12.533333333333331,12.8,1.0,112,2025-03-11 13:00:00,2025-03-11 13:00:00,14.3,6.0,1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 08:00:00,3,70,61.2,66.8,194.8,395.2,14.2,1.3999999999999986,13.1,14.2,1.0,112,2025-03-11 14:00:00,2025-03-11 14:00:00,14.0,6.0,-0.1999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 09:00:00,3,70,61.3,61.2,189.3,389.7,14.2,0.0,13.733333333333334,14.2,1.0,112,2025-03-11 15:00:00,2025-03-11 15:00:00,13.8,6.0,-0.3999999999999986
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 10:00:00,3,70,61.3,61.3,183.8,384.2,14.1,-0.0999999999999996,14.166666666666666,14.2,1.0,112,2025-03-11 16:00:00,2025-03-11 16:00:00,13.3,6.0,-0.7999999999999989
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 11:00:00,3,70,61.3,61.3,183.9,378.69999999999993,14.3,0.200000000000001,14.2,14.3,1.0,112,2025-03-11 17:00:00,2025-03-11 17:00:00,13.0,6.0,-1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 12:00:00,3,70,66.8,61.3,189.4,378.7,14.3,0.0,14.233333333333334,14.3,1.0,112,2025-03-11 18:00:00,2025-03-11 18:00:00,12.8,6.0,-1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 13:00:00,3,70,66.8,66.8,194.9,378.7,14.3,0.0,14.3,14.3,1.0,112,2025-03-11 19:00:00,2025-03-11 19:00:00,12.8,6.0,-1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 14:00:00,3,70,66.8,66.8,200.4,384.3,14.0,-0.3000000000000007,14.2,14.3,1.0,112,2025-03-11 20:00:00,2025-03-11 20:00:00,12.7,6.0,-1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 15:00:00,3,70,66.8,66.8,200.4,389.7999999999999,13.8,-0.1999999999999993,14.033333333333331,14.3,1.0,112,2025-03-11 21:00:00,2025-03-11 21:00:00,12.7,6.0,-1.1000000000000014
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 16:00:00,3,70,66.8,66.8,200.4,395.2999999999999,13.3,-0.5,13.7,14.3,1.0,112,2025-03-11 22:00:00,2025-03-11 22:00:00,12.7,6.0,-0.6000000000000014
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 17:00:00,3,70,66.8,66.8,200.4,400.7999999999999,13.0,-0.3000000000000007,13.366666666666667,14.3,1.0,112,2025-03-11 23:00:00,2025-03-11 23:00:00,12.7,6.0,-0.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 18:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.8,-0.1999999999999993,13.033333333333331,14.3,1.0,112,2025-03-12 00:00:00,2025-03-12 00:00:00,11.8,6.0,-1.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 19:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.8,0.0,12.866666666666667,14.0,1.0,112,2025-03-12 01:00:00,2025-03-12 01:00:00,12.6,6.0,-0.20000000000000107
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 20:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.7,-0.1000000000000014,12.766666666666667,13.8,1.0,112,2025-03-12 02:00:00,2025-03-12 02:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 21:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.733333333333333,13.3,1.0,112,2025-03-12 03:00:00,2025-03-12 03:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 22:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,13.0,1.0,112,2025-03-12 04:00:00,2025-03-12 03:00:00,12.6,5.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-11 23:00:00,3,70,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,12.8,1.0,112,2025-03-12 05:00:00,2025-03-12 05:00:00,12.5,6.0,-0.1999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 00:00:00,3,71,66.8,66.8,200.4,400.7999999999999,11.8,-0.8999999999999986,12.4,12.8,1.0,112,2025-03-12 06:00:00,2025-03-12 06:00:00,12.6,6.0,0.7999999999999989
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 01:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.6,0.7999999999999989,12.366666666666664,12.7,1.0,112,2025-03-12 07:00:00,2025-03-12 07:00:00,12.8,6.0,0.20000000000000107
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 02:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.333333333333334,12.7,1.0,112,2025-03-12 08:00:00,2025-03-12 08:00:00,14.5,6.0,1.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 03:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.6,12.7,1.0,112,2025-03-12 09:00:00,2025-03-12 09:00:00,13.7,6.0,1.0999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 05:00:00,3,71,61.3,66.8,194.9,395.2999999999999,12.5,-0.0999999999999996,12.566666666666668,12.7,2.0,112,2025-03-12 11:00:00,2025-03-12 11:00:00,14.1,6.0,1.5999999999999996
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 06:00:00,3,71,61.3,61.3,189.4,389.8,12.6,0.0999999999999996,12.566666666666665,12.6,1.0,112,2025-03-12 12:00:00,2025-03-12 12:00:00,14.3,6.0,1.700000000000001
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 07:00:00,3,71,66.8,61.3,189.4,389.8,12.8,0.200000000000001,12.633333333333333,12.8,1.0,112,2025-03-12 13:00:00,2025-03-12 13:00:00,14.3,6.0,1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 08:00:00,3,71,61.3,66.8,189.4,384.2999999999999,14.5,1.6999999999999993,13.3,14.5,1.0,112,2025-03-12 14:00:00,2025-03-12 13:00:00,14.3,5.0,-0.1999999999999993
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 09:00:00,3,71,66.8,61.3,194.9,384.2999999999999,13.7,-0.8000000000000007,13.666666666666666,14.5,1.0,112,2025-03-12 15:00:00,2025-03-12 15:00:00,13.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 10:00:00,3,71,66.8,66.8,194.9,384.3,13.8,0.1000000000000014,14.0,14.5,1.0,112,2025-03-12 16:00:00,2025-03-12 16:00:00,13.6,6.0,-0.20000000000000107
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 11:00:00,3,71,66.8,66.8,200.4,389.8,14.1,0.2999999999999989,13.866666666666667,14.5,1.0,112,2025-03-12 17:00:00,2025-03-12 17:00:00,13.2,6.0,-0.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 12:00:00,3,71,66.8,66.8,200.4,395.2999999999999,14.3,0.200000000000001,14.066666666666668,14.5,1.0,112,2025-03-12 18:00:00,2025-03-12 18:00:00,12.8,6.0,-1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 13:00:00,3,71,66.8,66.8,200.4,395.2999999999999,14.3,0.0,14.233333333333334,14.5,1.0,112,2025-03-12 19:00:00,2025-03-12 19:00:00,12.8,6.0,-1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 15:00:00,3,71,66.8,66.8,200.4,400.7999999999999,13.6,-0.7000000000000011,14.066666666666668,14.3,2.0,112,2025-03-12 21:00:00,2025-03-12 21:00:00,12.7,6.0,-0.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 16:00:00,3,71,66.8,66.8,200.4,400.7999999999999,13.6,0.0,13.833333333333334,14.3,1.0,112,2025-03-12 22:00:00,2025-03-12 22:00:00,12.7,6.0,-0.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 17:00:00,3,71,66.8,66.8,200.4,400.7999999999999,13.2,-0.4000000000000003,13.466666666666669,14.3,1.0,112,2025-03-12 23:00:00,2025-03-12 23:00:00,12.7,6.0,-0.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 18:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.8,-0.3999999999999986,13.199999999999998,14.3,1.0,112,2025-03-13 00:00:00,2025-03-13 00:00:00,12.7,6.0,-0.10000000000000142
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 19:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.8,0.0,12.933333333333332,14.3,1.0,112,2025-03-13 01:00:00,2025-03-13 00:00:00,12.7,5.0,-0.10000000000000142
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 20:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.7,-0.1000000000000014,12.766666666666666,13.6,1.0,112,2025-03-13 02:00:00,2025-03-13 02:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 21:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.733333333333334,13.6,1.0,112,2025-03-13 03:00:00,2025-03-13 03:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 22:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,13.2,1.0,112,2025-03-13 04:00:00,2025-03-13 04:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-12 23:00:00,3,71,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,12.8,1.0,112,2025-03-13 05:00:00,2025-03-13 05:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 00:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,12.8,1.0,112,2025-03-13 06:00:00,2025-03-13 06:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 02:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.6,-0.0999999999999996,12.666666666666666,12.7,2.0,112,2025-03-13 08:00:00,2025-03-13 08:00:00,14.4,6.0,1.8000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 03:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.633333333333333,12.7,1.0,112,2025-03-13 09:00:00,2025-03-13 09:00:00,13.9,6.0,1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 04:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.6,12.7,1.0,112,2025-03-13 10:00:00,2025-03-13 09:00:00,13.9,5.0,1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 05:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.6,12.7,1.0,112,2025-03-13 11:00:00,2025-03-13 11:00:00,14.5,6.0,1.9000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 06:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.6,0.0,12.6,12.7,1.0,112,2025-03-13 12:00:00,2025-03-13 12:00:00,14.4,6.0,1.8000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 08:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.4,1.8000000000000007,13.199999999999998,14.4,2.0,112,2025-03-13 14:00:00,2025-03-13 14:00:00,14.1,6.0,-0.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 09:00:00,3,72,66.8,66.8,200.4,400.7999999999999,13.9,-0.5,13.633333333333333,14.4,1.0,112,2025-03-13 15:00:00,2025-03-13 15:00:00,14.2,6.0,0.29999999999999893
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 11:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.5,0.5999999999999996,14.266666666666666,14.5,2.0,112,2025-03-13 17:00:00,2025-03-13 17:00:00,13.2,6.0,-1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 12:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.4,-0.0999999999999996,14.266666666666666,14.5,1.0,112,2025-03-13 18:00:00,2025-03-13 18:00:00,12.7,6.0,-1.700000000000001
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 13:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.1,-0.3000000000000007,14.333333333333334,14.5,1.0,112,2025-03-13 19:00:00,2025-03-13 19:00:00,12.7,6.0,-1.4000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 14:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.1,0.0,14.2,14.5,1.0,112,2025-03-13 20:00:00,2025-03-13 20:00:00,12.7,6.0,-1.4000000000000004
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 15:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.2,0.0999999999999996,14.133333333333333,14.5,1.0,112,2025-03-13 21:00:00,2025-03-13 21:00:00,12.7,6.0,-1.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 16:00:00,3,72,66.8,66.8,200.4,400.7999999999999,14.0,-0.1999999999999993,14.1,14.5,1.0,112,2025-03-13 22:00:00,2025-03-13 22:00:00,12.7,6.0,-1.3000000000000007
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 17:00:00,3,72,66.8,66.8,200.4,400.7999999999999,13.2,-0.8000000000000007,13.8,14.4,1.0,112,2025-03-13 23:00:00,2025-03-13 23:00:00,12.7,6.0,-0.5
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 18:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,-0.5,13.3,14.2,1.0,112,2025-03-14 00:00:00,2025-03-14 00:00:00,12.7,6.0,0.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 19:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.866666666666664,14.2,1.0,112,2025-03-14 01:00:00,2025-03-14 01:00:00,12.7,6.0,0.0
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 20:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,14.2,1.0,112,2025-03-14 02:00:00,2025-03-14 02:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 21:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,14.0,1.0,112,2025-03-14 03:00:00,2025-03-14 03:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 22:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,13.2,1.0,112,2025-03-14 04:00:00,2025-03-14 04:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-13 23:00:00,3,72,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,12.7,1.0,112,2025-03-14 05:00:00,2025-03-14 05:00:00,12.6,6.0,-0.09999999999999964
NH15 Crossing Fakirpara Tangni,DARRANG,26.50833333,92.11638889,2025-03-14 00:00:00,3,73,66.8,66.8,200.4,400.7999999999999,12.7,0.0,12.7,12.7,1.0,112,2025-03-14 06:00:00,2025-03-14 06:00:00,12.6,6.0,-0.09999999999999964
